fam	SAMPLE_ID	state	region	latitud	longitud
CHB	NA18566	NA	Asia	NA	NA
CHB	NA18567	NA	Asia	NA	NA
CHB	NA18570	NA	Asia	NA	NA
CHB	NA18571	NA	Asia	NA	NA
CHB	NA18572	NA	Asia	NA	NA
CHB	NA18573	NA	Asia	NA	NA
CHB	NA18574	NA	Asia	NA	NA
CHB	NA18577	NA	Asia	NA	NA
CHB	NA18579	NA	Asia	NA	NA
CHB	NA18582	NA	Asia	NA	NA
CHB	NA18591	NA	Asia	NA	NA
CHB	NA18592	NA	Asia	NA	NA
CHB	NA18593	NA	Asia	NA	NA
CHB	NA18595	NA	Asia	NA	NA
CHB	NA18596	NA	Asia	NA	NA
CHB	NA18597	NA	Asia	NA	NA
CHB	NA18599	NA	Asia	NA	NA
CHB	NA18602	NA	Asia	NA	NA
CHB	NA18603	NA	Asia	NA	NA
CHB	NA18605	NA	Asia	NA	NA
CHB	NA18606	NA	Asia	NA	NA
CHB	NA18608	NA	Asia	NA	NA
CHB	NA18609	NA	Asia	NA	NA
CHB	NA18610	NA	Asia	NA	NA
CHB	NA18611	NA	Asia	NA	NA
Maya	HGDP00854	NA	Indigenas Americanos	NA	NA
Maya	HGDP00855	NA	Indigenas Americanos	NA	NA
Maya	HGDP00856	NA	Indigenas Americanos	NA	NA
Maya	HGDP00857	NA	Indigenas Americanos	NA	NA
Maya	HGDP00858	NA	Indigenas Americanos	NA	NA
Maya	HGDP00859	NA	Indigenas Americanos	NA	NA
Maya	HGDP00862	NA	Indigenas Americanos	NA	NA
Maya	HGDP00863	NA	Indigenas Americanos	NA	NA
Maya	HGDP00864	NA	Indigenas Americanos	NA	NA
Maya	HGDP00865	NA	Indigenas Americanos	NA	NA
Maya	HGDP00868	NA	Indigenas Americanos	NA	NA
Maya	HGDP00870	NA	Indigenas Americanos	NA	NA
Maya	HGDP00872	NA	Indigenas Americanos	NA	NA
Maya	HGDP00873	NA	Indigenas Americanos	NA	NA
Maya	HGDP00875	NA	Indigenas Americanos	NA	NA
Maya	HGDP00877	NA	Indigenas Americanos	NA	NA
MXL	NA19731	NA	Indigenas Americanos	NA	NA
MXL	NA19732	NA	Indigenas Americanos	NA	NA
YRI	NA18486	NA	Africa	NA	NA
YRI	NA18488	NA	Africa	NA	NA
YRI	NA18489	NA	Africa	NA	NA
YRI	NA18498	NA	Africa	NA	NA
YRI	NA18499	NA	Africa	NA	NA
YRI	NA18501	NA	Africa	NA	NA
YRI	NA18502	NA	Africa	NA	NA
YRI	NA18504	NA	Africa	NA	NA
YRI	NA18505	NA	Africa	NA	NA
YRI	NA18507	NA	Africa	NA	NA
YRI	NA18508	NA	Africa	NA	NA
YRI	NA18510	NA	Africa	NA	NA
YRI	NA18511	NA	Africa	NA	NA
YRI	NA18516	NA	Africa	NA	NA
YRI	NA18517	NA	Africa	NA	NA
YRI	NA18519	NA	Africa	NA	NA
YRI	NA18520	NA	Africa	NA	NA
YRI	NA18522	NA	Africa	NA	NA
YRI	NA18523	NA	Africa	NA	NA
YRI	NA18853	NA	Africa	NA	NA
YRI	NA18856	NA	Africa	NA	NA
YRI	NA18858	NA	Africa	NA	NA
YRI	NA18861	NA	Africa	NA	NA
YRI	NA18864	NA	Africa	NA	NA
YRI	NA18865	NA	Africa	NA	NA
YRI	NA18867	NA	Africa	NA	NA
YRI	NA18868	NA	Africa	NA	NA
YRI	NA18870	NA	Africa	NA	NA
YRI	NA18871	NA	Africa	NA	NA
YRI	NA18873	NA	Africa	NA	NA
YRI	NA18874	NA	Africa	NA	NA
YRI	NA18876	NA	Africa	NA	NA
YRI	NA18877	NA	Africa	NA	NA
YRI	NA18878	NA	Africa	NA	NA
YRI	NA18879	NA	Africa	NA	NA
YRI	NA18881	NA	Africa	NA	NA
YRI	NA18907	NA	Africa	NA	NA
YRI	NA18908	NA	Africa	NA	NA
YRI	NA18909	NA	Africa	NA	NA
YRI	NA18910	NA	Africa	NA	NA
YRI	NA18912	NA	Africa	NA	NA
YRI	NA18915	NA	Africa	NA	NA
YRI	NA18916	NA	Africa	NA	NA
YRI	NA18917	NA	Africa	NA	NA
YRI	NA18923	NA	Africa	NA	NA
YRI	NA18924	NA	Africa	NA	NA
YRI	NA18933	NA	Africa	NA	NA
YRI	NA18934	NA	Africa	NA	NA
YRI	NA19092	NA	Africa	NA	NA
YRI	NA19093	NA	Africa	NA	NA
YRI	NA19095	NA	Africa	NA	NA
YRI	NA19096	NA	Africa	NA	NA
YRI	NA19098	NA	Africa	NA	NA
YRI	NA19099	NA	Africa	NA	NA
YRI	NA19102	NA	Africa	NA	NA
YRI	NA19107	NA	Africa	NA	NA
YRI	NA19108	NA	Africa	NA	NA
YRI	NA19113	NA	Africa	NA	NA
YRI	NA19114	NA	Africa	NA	NA
YRI	NA19116	NA	Africa	NA	NA
